Unnamed: 0,artist,seq,song,emotions,__index_level_0__,genre,predicted_emotions
34731,Christopher Cross,"Words by Christopher Cross and John Bettis
Music by Christopher Cross and Michael Omartian
We all know how the story begins
How we fall so easily in
To love

Then a boy breaks a girl's heart
A girl breaks a boy's heart
Goodbye is a very hard word to forget
But I think I finally met
The girl

To take away those yesterdays
Oh she loves me, she told me so
As a tear came to her eye
And I love her, I will, I know
Love her for the rest of my life
Once more I'm feeling like I'm out of control
'Cause the girl's got a serious hold
On me

And part of me says run away
But I want to stay
Should I be up front or cool
Which way is playing the fool
The only time I know what's right
Is when I hear her telling me
Somewhere there's a star in the sky of every night
Shining for the love of hearts
The light of that star, like the hand of a friend
Leading me back to love again
If you love her let her know
Let her see all the secrets in your heart
If she loves you she'll only love you more
As she find out who you are",She Told Me So,['sadness'],14728,rock music,{'sadness': 0.5544208288192749}
58947,Buffalo Tom,"Caress inside my bones
Caress inside my bones
A house inside a home

A bird, ninety times alone
A bird, ninety times alone
I am always alone
I am always alone

A bird, ninety times alone
A bird, ninety times alone
I am always alone
I am always alone

A house inside a home
I am always alone
",Caress,['sadness'],38944,grunge,{'sadness': 0.9751350283622742}
61068,Elvis Presley,"If I loved you
Words wouldn't come in an easy way
Round in circles I'd go
Only to tell you
But afraid and shy
I let my golden chances pass me by

Soon you'll leave me
Ought  you would go in a misty day
Never, never let you know
I love you eternally",If I Loved You [#],['fear'],41065,rock and roll,{'fear': 0.9879944324493408}
53087,Al Hirt,"Why are the stars always winkin' and blinkin' above?
What makes a fellow start thinkin' of fallin' in love?
It's not the season, the reason is plain as the moon
It's just Elmer's tune
What makes a lady of eighty go out on the loose?
Why does a gander meander in search of a goose?
What puts the kick in a chicken, the magic in June?
It's just Elmer's tune
Listen, listen, there's a lot you're li'ble to be missin'
Sing it, swing it, any old way and any old time
The hurdy gurdies, the birdies, the cop on the beat
The candy maker, the baker, the man on the street
The city charmer, the farmer, the man in the moon
All sing Elmer's tune
 
Why are the stars always winkin' and blinkin' above?
What makes a fellow start thinkin' of fallin' in love?
It's not the season, the reason is plain as the moon
It's just Elmer's tune
What makes a lady of eighty go out on the loose?
Why does a gander meander in search of a goose?
What puts the kick in a chicken, the magic in June?
It's just Elmer's tune
Listen, listen, there's a lot you're li'ble to be missin'
Sing it, swing it, any old way and any old time
The hurdy gurdies, the birdies, the cop on the beat
The candy maker, the baker, the man on the street
The city charmer, the farmer, the man in the moon
All sing Elmer's tune
",Elmer's Tune,['neutral'],33084,jazz,{'neutral': 0.5896780490875244}
46184,Miguel,"I got a rocket in my pocket
And I'm ready to go
I'm talking tic tic time
I'm ready to blow
Just one more time
Gonna be all right
First class flight to the stars

Don't you hesitate
I'm gonna take you straight
To the moon
Me and you
To the moon
Are you ready to the ride?
I'm going to the moon in style

I'm your guy

Cause I wanna ride
One more time
Gonna be all right
First class flight to the stars

Don't you hesitate
I'm gonna take you straight
To the moon
Me and you
To the moon
Are you ready to ride?
I'm going to the moon
Me and you
To the moon
Are you ready to ride?
I'm going to the moon in style

Are you ready for the ride of your life?
I'm gonna give it to you
This is gonna take all night
When we start to
Hold on tight
You'll be flying by the time you are",To the Moon,['fear'],26181,drill,{'fear': 0.968237578868866}
6660,Tony O.,"Goin' home tomorrow
Can't stand your evil ways
Goin' home tomorrow
Can't stand your evil ways

When you're around me
I'm full of misery all day

I can't go on
I can't go on this way
I can't go on
I can't go on this way

You don't want my loving
So I'm going away to stay

Don't try to find me
Don't ever call me on the phone
Don't try to find me
Don't ever call me on the phone

I'm better off without you
So won't you leave poor me alone",Goin' Home,['sadness'],6660,Unknown,{'sadness': 0.8988330960273743}
679,Judy Garland,"I hadn't anyone till you,
I was a lonely one 'til you,
I used to lie awake and wonder if there could be
A someone in the wide world just made for me,
Now I see

I had to save my love for you, (I saved my love for you)
I never gave my love 'til you, (I saved it all for you)
And through my lonely heart demanding it,
Cupid took a hand in it,
I hadn't anyone till you.

I kept my love in secrecy,
I put it under lock and key,
I had to save my love for you!
I never gave my love away,
I waited for that lucky day
When I could give it to you

And through my lonely heart demanding it,
Cupid took a hand in it,
I hadn't anyone till you.",I Hadn't Anyone Till You,['fear'],679,pop music,"{'surprise': 0.323127418756485, 'neutral': 0.257062703371048}"
60706,The Mamas & the Papas,"Sitting in our mansion,
Guarded by expansion,
Questioning our motives and our means
Wondering why this isn't like the dream. 

Walls of wealth surround us
People cannot hound us.
A gentle Spanish lady cooks our meals, 
But we never ask her how she feels. 

Limousines and laughter,
Parties everafter.
If you play the game, you pay the price
Purchasing a piece of paradise.
Changes...changing.

Fog and rain...
([?] and trains...)
London town's the same...
(On the road again....)
Borrowing [?] from friends...
(Dirges and pain...)
Circles have...
(Circles have...)
No end.

Paris and Rome
Making their scene, 
but missing our own.
Beatles and Stones
Then on the phone
And come back home.
Changes...changing.

Nothing left to bind us
People cannot find us.
You live your life a
And live it as you please.
(Please, please, please)
Live your life exactly as you please. 
(Please, please, please)
Live your life and live it as you please 
(Please, please, please).
Live your life exactly as you please 
(Please, please, please)
Please, live your life just as you please.",Mansions,['fear'],40703,folk rock,"{'fear': 0.3128068745136261, 'disgust': 0.25282159447669983, 'anger': 0.2004884034395218}"
33529,Merrill Moore,"Out on the plains down near Santa fe
I met a cowboy ridin' the range one day
And as he jogged along I heard him singing
A most peculiar cowboy song
It was a ditty, he learned in the city
Comma ti yi yi yeah
Comma ti yippity yi yeah

Get along, get hip little doggies
Get along, better be on your way
Get along, get hip little doggies
And he trucked them on down the old fairway
Singin' his cow cow boogie in the strangest way
Comma ti yi yi yeah
Comma ti yippity yi yeah

Singin' his cowboy song
He's just too much
He's got a knocked out western accent with a Harlem touch
He was raised on local weed
He's what you call a swing half breed
Singin' his cow cow boogie in the strangest way
Comma ti yi yi yeah
Comma ti yippity yi yeah

Get along little doggie, better be on your way, your way,
Get along little doggie
And he trucked them on down the old fairway
Singin' his cow cow boogie in the strangest way
Comma ti yi yi yeah
Comma ti yippity yi yeah.

Yip yip singing his cowboy song
Yip yip as he was joggling along
Yip yip he sings with a harlem touch
Yip yip that guy is just too much
Singing his cow cow boogie in the strangest way
Comma ti yi yi yi yi yi yeah.",Cow Cow Boogie,['neutral'],13526,rhythm and blues,"{'neutral': 0.3171416223049164, 'surprise': 0.2297012358903885, 'joy': 0.2079504430294037}"
30052,Gene Harris,"I was standing by my window
On a cold and cloudy day
When I saw the hearse come a-rolling
Oh, to carry my mother away

Will the circle be unbroken
By and by, Lord, by and by?
There's a better home awaiting
In the sky, Lord, in the sky

Well, I told the undertaker
""Undertaker, please drive slow
For this lady but you're holding
Oh, I hate to see her go""

I'm gonna follow close behind her
Try and hold up and be brave
But I could not hold my sorrow
When they laid her in the grave

Will the circle be unbroken
By and by, Lord, by and by?
There's a better, surely better home awaiting
In the sky, Lord, in the sky

",Will the Circle Be Unbroken,['sadness'],10049,jazz,{'sadness': 0.9475914239883423}
66529,New Found Glory,"You'll never get away with it just
Because you have a way with words
To tell me the truth when ever that
Ends you waited what good for you
Is for us to be in separate beds

I need you to not string me along

So stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

Stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

Your never gonna let me forget it
It's drilled to my brain I have nothing to prove
Nothing good comes from telling the truth
So it's obvious why we lie in separate beds

I need you to not string me along

I need you to not string me along

So stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

Stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

Find out in the morning

Stay with me and tell me nothings changed

Covers rearranged

Nothings changed

Colors rearranged

So stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

So stay with me now maybe
I know you barely know me
Are we gonna be anything
Find out in the morning

Are we gonna be anything

Oh",Separate Beds,['neutral'],46526,punk rock,{'neutral': 0.6435447931289673}
